entity_id,entity_type,name,name_iast,source_file,row_index,attestation_status
herb:h073,herb,H073,,datasets/ayurveda/herb_spine_108.csv,72,seed_unverified
herb:h074,herb,H074,,datasets/ayurveda/herb_spine_108.csv,73,seed_unverified
herb:h075,herb,H075,,datasets/ayurveda/herb_spine_108.csv,74,seed_unverified
herb:h076,herb,H076,,datasets/ayurveda/herb_spine_108.csv,75,seed_unverified
herb:h077,herb,H077,,datasets/ayurveda/herb_spine_108.csv,76,seed_unverified
herb:h078,herb,H078,,datasets/ayurveda/herb_spine_108.csv,77,seed_unverified
herb:h079,herb,H079,,datasets/ayurveda/herb_spine_108.csv,78,seed_unverified
herb:h080,herb,H080,,datasets/ayurveda/herb_spine_108.csv,79,seed_unverified
herb:h081,herb,H081,,datasets/ayurveda/herb_spine_108.csv,80,seed_unverified
herb:h082,herb,H082,,datasets/ayurveda/herb_spine_108.csv,81,seed_unverified
herb:h083,herb,H083,,datasets/ayurveda/herb_spine_108.csv,82,seed_unverified
herb:h084,herb,H084,,datasets/ayurveda/herb_spine_108.csv,83,seed_unverified
herb:h085,herb,H085,,datasets/ayurveda/herb_spine_108.csv,84,seed_unverified
herb:h086,herb,H086,,datasets/ayurveda/herb_spine_108.csv,85,seed_unverified
herb:h087,herb,H087,,datasets/ayurveda/herb_spine_108.csv,86,seed_unverified
herb:h088,herb,H088,,datasets/ayurveda/herb_spine_108.csv,87,seed_unverified
herb:h089,herb,H089,,datasets/ayurveda/herb_spine_108.csv,88,seed_unverified
herb:h090,herb,H090,,datasets/ayurveda/herb_spine_108.csv,89,seed_unverified
herb:h091,herb,H091,,datasets/ayurveda/herb_spine_108.csv,90,seed_unverified
herb:h092,herb,H092,,datasets/ayurveda/herb_spine_108.csv,91,seed_unverified
herb:h093,herb,H093,,datasets/ayurveda/herb_spine_108.csv,92,seed_unverified
herb:h094,herb,H094,,datasets/ayurveda/herb_spine_108.csv,93,seed_unverified
herb:h095,herb,H095,,datasets/ayurveda/herb_spine_108.csv,94,seed_unverified
herb:h096,herb,H096,,datasets/ayurveda/herb_spine_108.csv,95,seed_unverified
herb:h097,herb,H097,,datasets/ayurveda/herb_spine_108.csv,96,seed_unverified
herb:h098,herb,H098,,datasets/ayurveda/herb_spine_108.csv,97,seed_unverified
herb:h099,herb,H099,,datasets/ayurveda/herb_spine_108.csv,98,seed_unverified
herb:h100,herb,H100,,datasets/ayurveda/herb_spine_108.csv,99,seed_unverified
herb:h101,herb,H101,,datasets/ayurveda/herb_spine_108.csv,100,seed_unverified
herb:h102,herb,H102,,datasets/ayurveda/herb_spine_108.csv,101,seed_unverified
herb:h103,herb,H103,,datasets/ayurveda/herb_spine_108.csv,102,seed_unverified
herb:h104,herb,H104,,datasets/ayurveda/herb_spine_108.csv,103,seed_unverified
herb:h105,herb,H105,,datasets/ayurveda/herb_spine_108.csv,104,seed_unverified
herb:h106,herb,H106,,datasets/ayurveda/herb_spine_108.csv,105,seed_unverified
herb:h107,herb,H107,,datasets/ayurveda/herb_spine_108.csv,106,seed_unverified
herb:h108,herb,H108,,datasets/ayurveda/herb_spine_108.csv,107,seed_unverified
herb:nimbapatra,herb,Nimbapatra,Nimbapatra,datasets/ayurveda/herb_exemplars.csv,2,seed_unverified
herb:tulasi,herb,Tulasi,Tulasi,datasets/ayurveda/herb_exemplars.csv,1,seed_unverified
hexagram:abundance,hexagram,abundance,,datasets/iching/hexagrams.csv,54,seed_unverified
hexagram:after_completion,hexagram,after_completion,,datasets/iching/hexagrams.csv,62,seed_unverified
hexagram:approach,hexagram,approach,,datasets/iching/hexagrams.csv,18,seed_unverified
hexagram:before_completion,hexagram,before_completion,,datasets/iching/hexagrams.csv,63,seed_unverified
hexagram:biting_through,hexagram,biting_through,,datasets/iching/hexagrams.csv,20,seed_unverified
hexagram:breakthrough,hexagram,breakthrough,,datasets/iching/hexagrams.csv,42,seed_unverified
hexagram:coming_to_meet,hexagram,coming_to_meet,,datasets/iching/hexagrams.csv,43,seed_unverified
hexagram:conflict,hexagram,conflict,,datasets/iching/hexagrams.csv,5,seed_unverified
hexagram:contemplation,hexagram,contemplation,,datasets/iching/hexagrams.csv,19,seed_unverified
hexagram:darkening_of_the_light,hexagram,darkening_of_the_light,,datasets/iching/hexagrams.csv,35,seed_unverified
hexagram:decrease,hexagram,decrease,,datasets/iching/hexagrams.csv,40,seed_unverified
hexagram:deliverance,hexagram,deliverance,,datasets/iching/hexagrams.csv,39,seed_unverified
hexagram:development,hexagram,development,,datasets/iching/hexagrams.csv,52,seed_unverified
hexagram:difficulty_at_the_beginning,hexagram,difficulty_at_the_beginning,,datasets/iching/hexagrams.csv,2,seed_unverified
hexagram:dispersion,hexagram,dispersion,,datasets/iching/hexagrams.csv,58,seed_unverified
hexagram:duration,hexagram,duration,,datasets/iching/hexagrams.csv,31,seed_unverified
hexagram:enthusiasm,hexagram,enthusiasm,,datasets/iching/hexagrams.csv,15,seed_unverified
hexagram:fellowship,hexagram,fellowship,,datasets/iching/hexagrams.csv,12,seed_unverified
hexagram:following,hexagram,following,,datasets/iching/hexagrams.csv,16,seed_unverified
hexagram:gathering_together,hexagram,gathering_together,,datasets/iching/hexagrams.csv,44,seed_unverified
hexagram:grace,hexagram,grace,,datasets/iching/hexagrams.csv,21,seed_unverified
hexagram:great_possession,hexagram,great_possession,,datasets/iching/hexagrams.csv,13,seed_unverified
hexagram:great_power,hexagram,great_power,,datasets/iching/hexagrams.csv,33,seed_unverified
hexagram:great_preponderance,hexagram,great_preponderance,,datasets/iching/hexagrams.csv,27,seed_unverified
hexagram:holding_together,hexagram,holding_together,,datasets/iching/hexagrams.csv,7,seed_unverified
hexagram:increase,hexagram,increase,,datasets/iching/hexagrams.csv,41,seed_unverified
hexagram:influence,hexagram,influence,,datasets/iching/hexagrams.csv,30,seed_unverified
hexagram:inner_truth,hexagram,inner_truth,,datasets/iching/hexagrams.csv,60,seed_unverified
hexagram:innocence,hexagram,innocence,,datasets/iching/hexagrams.csv,24,seed_unverified
hexagram:keeping_still,hexagram,keeping_still,,datasets/iching/hexagrams.csv,51,seed_unverified
hexagram:limitation,hexagram,limitation,,datasets/iching/hexagrams.csv,59,seed_unverified
hexagram:modesty,hexagram,modesty,,datasets/iching/hexagrams.csv,14,seed_unverified
hexagram:nourishment,hexagram,nourishment,,datasets/iching/hexagrams.csv,26,seed_unverified
hexagram:obstruction,hexagram,obstruction,,datasets/iching/hexagrams.csv,38,seed_unverified
hexagram:opposition,hexagram,opposition,,datasets/iching/hexagrams.csv,37,seed_unverified
hexagram:oppression,hexagram,oppression,,datasets/iching/hexagrams.csv,46,seed_unverified
hexagram:peace,hexagram,peace,,datasets/iching/hexagrams.csv,10,seed_unverified
hexagram:progress,hexagram,progress,,datasets/iching/hexagrams.csv,34,seed_unverified
hexagram:pushing_upward,hexagram,pushing_upward,,datasets/iching/hexagrams.csv,45,seed_unverified
hexagram:retreat,hexagram,retreat,,datasets/iching/hexagrams.csv,32,seed_unverified
hexagram:return,hexagram,return,,datasets/iching/hexagrams.csv,23,seed_unverified
hexagram:revolution,hexagram,revolution,,datasets/iching/hexagrams.csv,48,seed_unverified
hexagram:small_preponderance,hexagram,small_preponderance,,datasets/iching/hexagrams.csv,61,seed_unverified
hexagram:splitting_apart,hexagram,splitting_apart,,datasets/iching/hexagrams.csv,22,seed_unverified
hexagram:standstill,hexagram,standstill,,datasets/iching/hexagrams.csv,11,seed_unverified
hexagram:taming_power_of_the_great,hexagram,taming_power_of_the_great,,datasets/iching/hexagrams.csv,25,seed_unverified
hexagram:taming_power_of_the_small,hexagram,taming_power_of_the_small,,datasets/iching/hexagrams.csv,8,seed_unverified
hexagram:the_abysmal,hexagram,the_abysmal,,datasets/iching/hexagrams.csv,28,seed_unverified
hexagram:the_army,hexagram,the_army,,datasets/iching/hexagrams.csv,6,seed_unverified
hexagram:the_arousing,hexagram,the_arousing,,datasets/iching/hexagrams.csv,50,seed_unverified
hexagram:the_caldron,hexagram,the_caldron,,datasets/iching/hexagrams.csv,49,seed_unverified
hexagram:the_clinging,hexagram,the_clinging,,datasets/iching/hexagrams.csv,29,seed_unverified
hexagram:the_creative,hexagram,the_creative,,datasets/iching/hexagrams.csv,0,seed_unverified
hexagram:the_family,hexagram,the_family,,datasets/iching/hexagrams.csv,36,seed_unverified
hexagram:the_gentle,hexagram,the_gentle,,datasets/iching/hexagrams.csv,56,seed_unverified
hexagram:the_joyous,hexagram,the_joyous,,datasets/iching/hexagrams.csv,57,seed_unverified
hexagram:the_marrying_maiden,hexagram,the_marrying_maiden,,datasets/iching/hexagrams.csv,53,seed_unverified
hexagram:the_receptive,hexagram,the_receptive,,datasets/iching/hexagrams.csv,1,seed_unverified
hexagram:the_wanderer,hexagram,the_wanderer,,datasets/iching/hexagrams.csv,55,seed_unverified
hexagram:the_well,hexagram,the_well,,datasets/iching/hexagrams.csv,47,seed_unverified
hexagram:treading,hexagram,treading,,datasets/iching/hexagrams.csv,9,seed_unverified
hexagram:waiting,hexagram,waiting,,datasets/iching/hexagrams.csv,4,seed_unverified
hexagram:work_on_the_decayed,hexagram,work_on_the_decayed,,datasets/iching/hexagrams.csv,17,seed_unverified
hexagram:youthful_folly,hexagram,youthful_folly,,datasets/iching/hexagrams.csv,3,seed_unverified
instrument:bansuri,instrument,Bānsurī,Bānsurī,datasets/gandharva/instruments.csv,8,seed_unverified
instrument:dilruba,instrument,Dilrubā,Dilrubā,datasets/gandharva/instruments.csv,21,seed_unverified
instrument:esraj,instrument,Esraj,Esraj,datasets/gandharva/instruments.csv,20,seed_unverified
instrument:ghatam,instrument,Ghaṭam,Ghaṭam,datasets/gandharva/instruments.csv,16,seed_unverified
instrument:harmonium,instrument,Harmonium,Harmonium,datasets/gandharva/instruments.csv,18,seed_unverified
instrument:kanjira,instrument,Kañjīrā,Kañjīrā,datasets/gandharva/instruments.csv,15,seed_unverified
instrument:manjira,instrument,Mañjīrā,Mañjīrā,datasets/gandharva/instruments.csv,24,seed_unverified
instrument:morsing,instrument,Morsing,Morsing,datasets/gandharva/instruments.csv,17,seed_unverified
instrument:mridangam,instrument,Mṛdaṅgam,Mṛdaṅgam,datasets/gandharva/instruments.csv,11,seed_unverified
instrument:nadasvaram,instrument,Nādasvaram,Nādasvaram,datasets/gandharva/instruments.csv,10,seed_unverified
instrument:pakhawaj,instrument,Pakhāwaj,Pakhāwaj,datasets/gandharva/instruments.csv,14,seed_unverified
instrument:rudra_vina,instrument,Rudra Vīṇā,Rudra Vīṇā,datasets/gandharva/instruments.csv,3,seed_unverified
instrument:santur,instrument,Santūr,Santūr,datasets/gandharva/instruments.csv,5,seed_unverified
instrument:sarangi,instrument,Sārangī,Sārangī,datasets/gandharva/instruments.csv,6,seed_unverified
instrument:sarod,instrument,Sarod,Sarod,datasets/gandharva/instruments.csv,1,seed_unverified
instrument:shahnai,instrument,Śahnāī,Śahnāī,datasets/gandharva/instruments.csv,9,seed_unverified
instrument:shankha,instrument,Śaṅkha,Śaṅkha,datasets/gandharva/instruments.csv,23,seed_unverified
instrument:sitar,instrument,Sitār,Sitār,datasets/gandharva/instruments.csv,0,seed_unverified
instrument:sursingar,instrument,Sursiṅgār,Sursiṅgār,datasets/gandharva/instruments.csv,22,seed_unverified
instrument:svaramandal,instrument,Svaramaṇḍal,Svaramaṇḍal,datasets/gandharva/instruments.csv,19,seed_unverified
instrument:tabla_bayan,instrument,Ṭablā (Bayān),Ṭablā (Bayān),datasets/gandharva/instruments.csv,13,seed_unverified
instrument:tabla_dayan,instrument,Ṭablā (Dayān),Ṭablā (Dayān),datasets/gandharva/instruments.csv,12,seed_unverified
instrument:tanpura,instrument,Tānpurā,Tānpurā,datasets/gandharva/instruments.csv,4,seed_unverified
instrument:viloin_carnatic,instrument,Viloin (Carnatic),Viloin (Carnatic),datasets/gandharva/instruments.csv,7,seed_unverified
instrument:vina,instrument,Vīṇā,Vīṇā,datasets/gandharva/instruments.csv,2,seed_unverified
marma:adhipati,marma,Adhipati,Adhipati,datasets/marma/marma_field.csv,34,seed_unverified
marma:amsha,marma,Aṃśa,Aṃśa,datasets/marma/marma_field.csv,27,seed_unverified
marma:amshaphalaka,marma,Aṃśaphalaka,Aṃśaphalaka,datasets/marma/marma_field.csv,26,seed_unverified
marma:ani,marma,Āṇi,Āṇi,datasets/marma/marma_field.csv,9,seed_unverified
marma:apalapa,marma,Apālapa,Apālapa,datasets/marma/marma_field.csv,19,seed_unverified
marma:apanga,marma,Apāṅga,Apāṅga,datasets/marma/marma_field.csv,29,seed_unverified
marma:apastambha,marma,Apastambha,Apastambha,datasets/marma/marma_field.csv,20,seed_unverified
marma:apastambha1,marma,Apastambha,Apastambha,datasets/yoga/marma_master.csv,12,seed_unverified
marma:apastambha2,marma,Apastambha,Apastambha,datasets/yoga/marma_master.csv,16,seed_unverified
marma:basti,marma,Basti,Basti,datasets/yoga/marma_master.csv,17,seed_unverified
marma:brihati,marma,Bṛhatī,Bṛhatī,datasets/marma/marma_field.csv,25,seed_unverified
marma:guda,marma,Gūḍa,Gūḍa,datasets/marma/marma_field.csv,13,seed_unverified
marma:gulpha,marma,Gulpha,Gulpha,datasets/marma/marma_field.csv,5,seed_unverified
marma:hridaya,marma,Hṛdaya,Hṛdaya,datasets/marma/marma_field.csv,16,seed_unverified
marma:indravasti,marma,Indrāvasti,Indrāvasti,datasets/marma/marma_field.csv,6,seed_unverified
marma:janu,marma,Jānu,Jānu,datasets/marma/marma_field.csv,8,seed_unverified
marma:kakshadhara,marma,Kakṣadhara,Kakṣadhara,datasets/marma/marma_field.csv,11,seed_unverified
marma:katikataruna,marma,Kaṭīkataruṇa,Kaṭīkataruṇa,datasets/marma/marma_field.csv,21,seed_unverified
marma:krikatika,marma,Kṛkātikā,Kṛkātikā,datasets/yoga/marma_master.csv,6,seed_unverified
marma:kshipra,marma,Kṣipra,Kṣipra,datasets/marma/marma_field.csv,0,seed_unverified
marma:kukundara,marma,Kukuṇḍara,Kukuṇḍara,datasets/marma/marma_field.csv,22,seed_unverified
marma:kurcca,marma,Kūrcca,Kūrcca,datasets/marma/marma_field.csv,2,seed_unverified
marma:kurcca_shirah,marma,Kūrcca-śirah,Kūrcca-śirah,datasets/marma/marma_field.csv,3,seed_unverified
marma:kurccashira,marma,Kurccashira,Kurccashira,datasets/yoga/marma_master.csv,30,seed_unverified
marma:kurpara,marma,Kūrpara,Kūrpara,datasets/marma/marma_field.csv,7,seed_unverified
marma:lohitaksha,marma,Lohitākṣa,Lohitākṣa,datasets/yoga/marma_master.csv,26,seed_unverified
marma:manibandha,marma,Māṇibandha,Māṇibandha,datasets/marma/marma_field.csv,4,seed_unverified
marma:manya,marma,Maṇyā,Maṇyā,datasets/marma/marma_field.csv,31,seed_unverified
marma:manya1,marma,Manyā,Manyā,datasets/yoga/marma_master.csv,7,seed_unverified
marma:manya2,marma,Manyā,Manyā,datasets/yoga/marma_master.csv,10,seed_unverified
marma:nabhi,marma,Nābhi,Nābhi,datasets/marma/marma_field.csv,15,seed_unverified
marma:nila,marma,Nīlā,Nīlā,datasets/yoga/marma_master.csv,9,seed_unverified
marma:nila_dhamani,marma,Nīlā-dhamanī,Nīlā-dhamanī,datasets/marma/marma_field.csv,30,seed_unverified
marma:nitamba,marma,Nitamba,Nitamba,datasets/marma/marma_field.csv,23,seed_unverified
marma:parshva_sandhi,marma,Parṣva-sandhi,Parṣva-sandhi,datasets/marma/marma_field.csv,24,seed_unverified
marma:parshvasandhi,marma,Pārśvasandhi,Pārśvasandhi,datasets/yoga/marma_master.csv,23,seed_unverified
marma:phana,marma,Phāṇā,Phāṇā,datasets/marma/marma_field.csv,28,seed_unverified
marma:shringataka,marma,Śṛṅgataka,Śṛṅgataka,datasets/marma/marma_field.csv,32,seed_unverified
marma:simanta,marma,Simanta,Simanta,datasets/marma/marma_field.csv,33,seed_unverified
marma:sira-matrika,marma,Śirā Mātrikā,Śirā Mātrikā,datasets/yoga/marma_master.csv,8,seed_unverified
marma:stanamula,marma,Stanāmūla,Stanāmūla,datasets/marma/marma_field.csv,17,seed_unverified
marma:stanarohita,marma,Stanaroḥita,Stanaroḥita,datasets/marma/marma_field.csv,18,seed_unverified
marma:sthapani,marma,Sthāpanī,Sthāpanī,datasets/marma/marma_field.csv,36,seed_unverified
marma:talahridaya,marma,Tālāhṛdaya,Tālāhṛdaya,datasets/marma/marma_field.csv,1,seed_unverified
marma:urvi,marma,Ūrvi,Ūrvi,datasets/marma/marma_field.csv,10,seed_unverified
marma:utkshepa,marma,Utkṣepa,Utkṣepa,datasets/marma/marma_field.csv,35,seed_unverified
marma:vasti,marma,Vāstī,Vāstī,datasets/marma/marma_field.csv,14,seed_unverified
marma:vidhura,marma,Vidhura,Vidhura,datasets/yoga/marma_master.csv,3,seed_unverified
marma:vitapa,marma,Vitapa,Vitapa,datasets/marma/marma_field.csv,12,seed_unverified
metre:agamic_prose,metre,Āgamic prose,Āgamic prose,datasets/chandas/metre_correspondence_matrix.csv,27,seed_unverified
metre:anushtubh,metre,Anuṣṭubh,Anuṣṭubh,datasets/chandas/metre_correspondence_matrix.csv,11,seed_unverified
metre:arya,metre,Āryā,Āryā,datasets/chandas/metre_correspondence_matrix.csv,22,seed_unverified
metre:bhashya_style,metre,Bhāṣya style,Bhāṣya style,datasets/chandas/metre_correspondence_matrix.csv,26,seed_unverified
metre:brihati,metre,Bṛhatī,Bṛhatī,datasets/chandas/metre_correspondence_matrix.csv,16,seed_unverified
metre:campu,metre,Campū,Campū,datasets/chandas/metre_correspondence_matrix.csv,24,seed_unverified
metre:chaupai,metre,Chaupāī,Chaupāī,datasets/chandas/metre_correspondence_matrix.csv,28,seed_unverified
metre:doha,metre,Dohā,Dohā,datasets/chandas/metre_correspondence_matrix.csv,29,seed_unverified
metre:gayatri,metre,Gāyatrī,Gāyatrī,datasets/chandas/metre_correspondence_matrix.csv,0,seed_unverified
metre:jagati,metre,Jagatī,Jagatī,datasets/chandas/metre_correspondence_matrix.csv,7,seed_unverified
metre:kriti_kirtana,metre,Kṛti / Kīrtana,Kṛti / Kīrtana,datasets/chandas/metre_correspondence_matrix.csv,31,seed_unverified
metre:malini,metre,Mālinī,Mālinī,datasets/chandas/metre_correspondence_matrix.csv,20,seed_unverified
metre:mandakranta,metre,Mandākrāntā,Mandākrāntā,datasets/chandas/metre_correspondence_matrix.csv,17,seed_unverified
metre:pankti,metre,Paṅkti,Paṅkti,datasets/chandas/metre_correspondence_matrix.csv,13,seed_unverified
metre:puranic_prose,metre,Purāṇic prose,Purāṇic prose,datasets/chandas/metres_forms.csv,22,seed_unverified
metre:shardulavikridita,metre,Śārdūlavikrīḍita,Śārdūlavikrīḍita,datasets/chandas/metre_correspondence_matrix.csv,19,seed_unverified
metre:shikharini,metre,Śikhariṇī,Śikhariṇī,datasets/chandas/metres_forms.csv,10,seed_unverified
metre:shloka_classical_anushtubh,metre,Śloka (Classical Anuṣṭubh),Śloka (Classical Anuṣṭubh),datasets/chandas/metres_forms.csv,7,seed_unverified
metre:sutra_style,metre,Sūtra style,Sūtra style,datasets/chandas/metre_correspondence_matrix.csv,25,seed_unverified
metre:trishtubh,metre,Triṣṭubh,Triṣṭubh,datasets/chandas/metre_correspondence_matrix.csv,3,seed_unverified
metre:ushnih,metre,Uṣṇih,Uṣṇih,datasets/chandas/metre_correspondence_matrix.csv,15,seed_unverified
metre:vaitaliya,metre,Vaitālīya,Vaitālīya,datasets/chandas/metre_correspondence_matrix.csv,23,seed_unverified
metre:vasantatilaka,metre,Vasantatilakā,Vasantatilakā,datasets/chandas/metre_correspondence_matrix.csv,21,seed_unverified
metre:venpa,metre,Veṇpā,Veṇpā,datasets/chandas/metre_correspondence_matrix.csv,30,seed_unverified
nakshatra:anuradha,nakshatra,Anuradha,,datasets/astro/nakshatra_core.csv,16,seed_unverified
nakshatra:ardra,nakshatra,Ardra,,datasets/astro/nakshatra_core.csv,5,seed_unverified
nakshatra:ashlesha,nakshatra,Ashlesha,,datasets/astro/nakshatra_core.csv,8,seed_unverified
nakshatra:ashwini,nakshatra,Ashwini,,datasets/astro/nakshatra_core.csv,0,seed_unverified
nakshatra:bharani,nakshatra,Bharani,,datasets/astro/nakshatra_core.csv,1,seed_unverified
nakshatra:chitra,nakshatra,Chitra,,datasets/astro/nakshatra_core.csv,13,seed_unverified
nakshatra:dhanishta,nakshatra,Dhanishta,,datasets/astro/nakshatra_core.csv,22,seed_unverified
nakshatra:hasta,nakshatra,Hasta,,datasets/astro/nakshatra_core.csv,12,seed_unverified
nakshatra:jyeshtha,nakshatra,Jyeshtha,,datasets/astro/nakshatra_core.csv,17,seed_unverified
nakshatra:krittika,nakshatra,Krittika,,datasets/astro/nakshatra_core.csv,2,seed_unverified
nakshatra:magha,nakshatra,Magha,,datasets/astro/nakshatra_core.csv,9,seed_unverified
nakshatra:mrigashira,nakshatra,Mrigashira,,datasets/astro/nakshatra_core.csv,4,seed_unverified
nakshatra:mula,nakshatra,Mula,,datasets/astro/nakshatra_core.csv,18,seed_unverified
nakshatra:punarvasu,nakshatra,Punarvasu,,datasets/astro/nakshatra_core.csv,6,seed_unverified
nakshatra:purva_ashadha,nakshatra,Purva Ashadha,,datasets/astro/nakshatra_core.csv,19,seed_unverified
nakshatra:purva_bhadrapada,nakshatra,Purva Bhadrapada,,datasets/astro/nakshatra_core.csv,24,seed_unverified
nakshatra:purva_phalguni,nakshatra,Purva Phalguni,,datasets/astro/nakshatra_core.csv,10,seed_unverified
nakshatra:pushya,nakshatra,Pushya,,datasets/astro/nakshatra_core.csv,7,seed_unverified
nakshatra:revati,nakshatra,Revati,,datasets/astro/nakshatra_core.csv,26,seed_unverified
nakshatra:rohini,nakshatra,Rohini,,datasets/astro/nakshatra_core.csv,3,seed_unverified
nakshatra:shatabhisha,nakshatra,Shatabhisha,,datasets/astro/nakshatra_core.csv,23,seed_unverified
nakshatra:shravana,nakshatra,Shravana,,datasets/astro/nakshatra_core.csv,21,seed_unverified
nakshatra:swati,nakshatra,Swati,,datasets/astro/nakshatra_core.csv,14,seed_unverified
nakshatra:uttara_ashadha,nakshatra,Uttara Ashadha,,datasets/astro/nakshatra_core.csv,20,seed_unverified
nakshatra:uttara_bhadrapada,nakshatra,Uttara Bhadrapada,,datasets/astro/nakshatra_core.csv,25,seed_unverified
nakshatra:uttara_phalguni,nakshatra,Uttara Phalguni,,datasets/astro/nakshatra_core.csv,11,seed_unverified
nakshatra:vishakha,nakshatra,Vishakha,,datasets/astro/nakshatra_core.csv,15,seed_unverified
pada:anuradha,pada,Anuradha,,datasets/vastu/pada_topology.csv,64,seed_unverified
pada:ardra,pada,Ardra,,datasets/vastu/pada_topology.csv,20,seed_unverified
pada:ashwini,pada,Ashwini,,datasets/vastu/pada_topology.csv,0,seed_unverified
pada:asles,pada,Aslesа,,datasets/vastu/pada_topology.csv,32,seed_unverified
pada:bharani,pada,Bharani,,datasets/vastu/pada_topology.csv,4,seed_unverified
pada:citra,pada,Citra,,datasets/vastu/pada_topology.csv,52,seed_unverified
pada:dhanistha,pada,Dhanistha,,datasets/vastu/pada_topology.csv,88,seed_unverified
pada:hasta,pada,Hasta,,datasets/vastu/pada_topology.csv,48,seed_unverified
pada:jyestha,pada,Jyestha,,datasets/vastu/pada_topology.csv,68,seed_unverified
pada:krttika,pada,Krttika,,datasets/vastu/pada_topology.csv,8,seed_unverified
pada:magha,pada,Magha,,datasets/vastu/pada_topology.csv,36,seed_unverified
pada:mrgasirsa,pada,Mrgasirsa,,datasets/vastu/pada_topology.csv,16,seed_unverified
pada:mula,pada,Mula,,datasets/vastu/pada_topology.csv,72,seed_unverified
pada:punarvasu,pada,Punarvasu,,datasets/vastu/pada_topology.csv,24,seed_unverified
pada:purva_ashadha,pada,Purva Ashadha,,datasets/vastu/pada_topology.csv,76,seed_unverified
pada:purva_bhadra,pada,Purva Bhadra,,datasets/vastu/pada_topology.csv,96,seed_unverified
pada:purva_phalguni,pada,Purva Phalguni,,datasets/vastu/pada_topology.csv,40,seed_unverified
pada:pusya,pada,Pusya,,datasets/vastu/pada_topology.csv,28,seed_unverified
pada:revati,pada,Revati,,datasets/vastu/pada_topology.csv,104,seed_unverified
pada:rohini,pada,Rohini,,datasets/vastu/pada_topology.csv,12,seed_unverified
pada:satabhi,pada,Satabhi,,datasets/vastu/pada_topology.csv,92,seed_unverified
pada:sravana,pada,Sravana,,datasets/vastu/pada_topology.csv,84,seed_unverified
pada:svati,pada,Svati,,datasets/vastu/pada_topology.csv,56,seed_unverified
pada:uttara_ashadha,pada,Uttara Ashadha,,datasets/vastu/pada_topology.csv,80,seed_unverified
pada:uttara_bhadra,pada,Uttara Bhadra,,datasets/vastu/pada_topology.csv,100,seed_unverified
pada:uttara_phalguni,pada,Uttara Phalguni,,datasets/vastu/pada_topology.csv,44,seed_unverified
pada:visakha,pada,Visakha,,datasets/vastu/pada_topology.csv,60,seed_unverified
parampara:bhaktisiddhanta_sarasvati,parampara,Bhaktisiddhānta Sarasvatī,Bhaktisiddhānta Sarasvatī,datasets/ontology/parampara.csv,10,seed_unverified
parampara:bhaktivinoda_thakura,parampara,Bhaktivinoda Ṭhākura,Bhaktivinoda Ṭhākura,datasets/ontology/parampara.csv,9,seed_unverified
parampara:brahma,parampara,Brahmā,Brahmā,datasets/ontology/parampara.csv,1,seed_unverified
parampara:caitanya_mahaprabhu,parampara,Caitanya Mahāprabhu,Caitanya Mahāprabhu,datasets/ontology/parampara.csv,6,seed_unverified
parampara:ishvara_puri,parampara,Īśvara Purī,Īśvara Purī,datasets/ontology/parampara.csv,5,seed_unverified
parampara:krishna,parampara,Kṛṣṇa,Kṛṣṇa,datasets/ontology/parampara.csv,0,seed_unverified
parampara:madhvacarya,parampara,Madhvācārya,Madhvācārya,datasets/ontology/parampara.csv,4,seed_unverified
parampara:narada,parampara,Nārada,Nārada,datasets/ontology/parampara.csv,2,seed_unverified
parampara:shad_gosvami,parampara,Ṣaḍ-gosvāmī,Ṣaḍ-gosvāmī,datasets/ontology/parampara.csv,7,seed_unverified
parampara:vishvanatha_cakravarti,parampara,Viśvanātha Cakravartī,Viśvanātha Cakravartī,datasets/ontology/parampara.csv,8,seed_unverified
parampara:vyasa,parampara,Vyāsa,Vyāsa,datasets/ontology/parampara.csv,3,seed_unverified
period:1,period,Nisanta,,datasets/cosmology/ashtakala.csv,0,seed_unverified
period:2,period,Pratah,,datasets/cosmology/ashtakala.csv,1,seed_unverified
period:3,period,Purvahna,,datasets/cosmology/ashtakala.csv,2,seed_unverified
period:4,period,Madhyahna,,datasets/cosmology/ashtakala.csv,3,seed_unverified
period:5,period,Aparahna,,datasets/cosmology/ashtakala.csv,4,seed_unverified
period:6,period,Sayahna,,datasets/cosmology/ashtakala.csv,5,seed_unverified
period:7,period,Pradosha,,datasets/cosmology/ashtakala.csv,6,seed_unverified
period:8,period,Ratri,,datasets/cosmology/ashtakala.csv,7,seed_unverified
pitha:budha,pitha,budha,,datasets/geography/shakti_pitha_matrix.csv,2,seed_unverified
pitha:chandra,pitha,chandra,,datasets/geography/shakti_pitha_matrix.csv,3,seed_unverified
pitha:guru,pitha,guru,,datasets/geography/shakti_pitha_matrix.csv,20,seed_unverified
pitha:ketu,pitha,ketu,,datasets/geography/shakti_pitha_matrix.csv,25,seed_unverified
pitha:mangala,pitha,mangala,,datasets/geography/shakti_pitha_matrix.csv,5,seed_unverified
pitha:rahu,pitha,rahu,,datasets/geography/shakti_pitha_matrix.csv,7,seed_unverified
pitha:shani,pitha,shani,,datasets/geography/shakti_pitha_matrix.csv,6,seed_unverified
pitha:shukra,pitha,shukra,,datasets/geography/shakti_pitha_matrix.csv,4,seed_unverified
