from_id,relation,to_id,tradition,source,confidence,gaudiya_aligned,notes
hexagram:27,changing_line,hexagram:42,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:27,changing_line,hexagram:21,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:28,changing_line,hexagram:47,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:28,changing_line,hexagram:31,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:28,changing_line,hexagram:43,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:28,changing_line,hexagram:44,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:28,changing_line,hexagram:32,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:28,changing_line,hexagram:48,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:29,changing_line,hexagram:48,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:29,changing_line,hexagram:07,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:29,changing_line,hexagram:60,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:29,changing_line,hexagram:59,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:29,changing_line,hexagram:08,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:29,changing_line,hexagram:47,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:30,changing_line,hexagram:21,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:30,changing_line,hexagram:14,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:30,changing_line,hexagram:56,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:30,changing_line,hexagram:55,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:30,changing_line,hexagram:13,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:30,changing_line,hexagram:22,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:31,changing_line,hexagram:45,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:31,changing_line,hexagram:28,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:31,changing_line,hexagram:49,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:31,changing_line,hexagram:33,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:31,changing_line,hexagram:62,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:31,changing_line,hexagram:39,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:32,changing_line,hexagram:40,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:32,changing_line,hexagram:62,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:32,changing_line,hexagram:34,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:32,changing_line,hexagram:50,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:32,changing_line,hexagram:28,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:32,changing_line,hexagram:46,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:33,changing_line,hexagram:12,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:33,changing_line,hexagram:44,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:33,changing_line,hexagram:13,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:33,changing_line,hexagram:31,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:33,changing_line,hexagram:56,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:33,changing_line,hexagram:53,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:34,changing_line,hexagram:54,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:34,changing_line,hexagram:55,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:34,changing_line,hexagram:32,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:34,changing_line,hexagram:14,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:34,changing_line,hexagram:43,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:34,changing_line,hexagram:11,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:35,changing_line,hexagram:56,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:35,changing_line,hexagram:64,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:35,changing_line,hexagram:21,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:35,changing_line,hexagram:16,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:35,changing_line,hexagram:12,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:35,changing_line,hexagram:23,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:36,changing_line,hexagram:24,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:36,changing_line,hexagram:11,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:36,changing_line,hexagram:15,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:36,changing_line,hexagram:22,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:36,changing_line,hexagram:63,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:36,changing_line,hexagram:55,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:37,changing_line,hexagram:42,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:37,changing_line,hexagram:09,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:37,changing_line,hexagram:53,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:37,changing_line,hexagram:63,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:37,changing_line,hexagram:22,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:37,changing_line,hexagram:13,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:38,changing_line,hexagram:14,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:38,changing_line,hexagram:21,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:38,changing_line,hexagram:64,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:38,changing_line,hexagram:54,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:38,changing_line,hexagram:10,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:38,changing_line,hexagram:41,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:39,changing_line,hexagram:07,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:39,changing_line,hexagram:48,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:39,changing_line,hexagram:63,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:39,changing_line,hexagram:53,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:39,changing_line,hexagram:15,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:39,changing_line,hexagram:31,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:40,changing_line,hexagram:32,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:40,changing_line,hexagram:16,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:40,changing_line,hexagram:54,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:40,changing_line,hexagram:64,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:40,changing_line,hexagram:47,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:40,changing_line,hexagram:08,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:41,changing_line,hexagram:26,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:41,changing_line,hexagram:27,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:41,changing_line,hexagram:04,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:41,changing_line,hexagram:19,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:41,changing_line,hexagram:61,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:41,changing_line,hexagram:38,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:42,changing_line,hexagram:37,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:42,changing_line,hexagram:61,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:42,changing_line,hexagram:20,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:42,changing_line,hexagram:03,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:42,changing_line,hexagram:27,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:42,changing_line,hexagram:25,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:43,changing_line,hexagram:58,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:43,changing_line,hexagram:49,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:43,changing_line,hexagram:28,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:43,changing_line,hexagram:01,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:43,changing_line,hexagram:34,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:43,changing_line,hexagram:05,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:44,changing_line,hexagram:06,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:44,changing_line,hexagram:33,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:44,changing_line,hexagram:01,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:44,changing_line,hexagram:28,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:44,changing_line,hexagram:50,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:44,changing_line,hexagram:57,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:45,changing_line,hexagram:31,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:45,changing_line,hexagram:47,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:45,changing_line,hexagram:17,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:45,changing_line,hexagram:12,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:45,changing_line,hexagram:16,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:45,changing_line,hexagram:07,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:46,changing_line,hexagram:08,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:46,changing_line,hexagram:15,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:46,changing_line,hexagram:11,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:46,changing_line,hexagram:18,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:46,changing_line,hexagram:48,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:46,changing_line,hexagram:32,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:47,changing_line,hexagram:28,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:47,changing_line,hexagram:45,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:47,changing_line,hexagram:58,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:47,changing_line,hexagram:06,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:47,changing_line,hexagram:40,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:47,changing_line,hexagram:29,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:48,changing_line,hexagram:29,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:48,changing_line,hexagram:39,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:48,changing_line,hexagram:05,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:48,changing_line,hexagram:57,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:48,changing_line,hexagram:46,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:48,changing_line,hexagram:28,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:49,changing_line,hexagram:17,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:49,changing_line,hexagram:43,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:49,changing_line,hexagram:31,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:49,changing_line,hexagram:13,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:49,changing_line,hexagram:55,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:49,changing_line,hexagram:63,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:50,changing_line,hexagram:64,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:50,changing_line,hexagram:56,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:50,changing_line,hexagram:14,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:50,changing_line,hexagram:32,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:50,changing_line,hexagram:44,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:50,changing_line,hexagram:18,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:51,changing_line,hexagram:55,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:51,changing_line,hexagram:54,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:51,changing_line,hexagram:16,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:51,changing_line,hexagram:21,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:51,changing_line,hexagram:17,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:51,changing_line,hexagram:24,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:52,changing_line,hexagram:23,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:52,changing_line,hexagram:18,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:52,changing_line,hexagram:22,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:52,changing_line,hexagram:15,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:52,changing_line,hexagram:53,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:52,changing_line,hexagram:56,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:53,changing_line,hexagram:20,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:53,changing_line,hexagram:57,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:53,changing_line,hexagram:37,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:53,changing_line,hexagram:39,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:53,changing_line,hexagram:52,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:53,changing_line,hexagram:33,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:54,changing_line,hexagram:34,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:54,changing_line,hexagram:51,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:54,changing_line,hexagram:40,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:54,changing_line,hexagram:38,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:54,changing_line,hexagram:58,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:54,changing_line,hexagram:19,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:55,changing_line,hexagram:51,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:55,changing_line,hexagram:34,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:55,changing_line,hexagram:62,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:55,changing_line,hexagram:30,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:55,changing_line,hexagram:49,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:55,changing_line,hexagram:36,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:56,changing_line,hexagram:35,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:56,changing_line,hexagram:50,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:56,changing_line,hexagram:30,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:56,changing_line,hexagram:62,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:56,changing_line,hexagram:33,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:56,changing_line,hexagram:52,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:57,changing_line,hexagram:59,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:57,changing_line,hexagram:53,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:57,changing_line,hexagram:09,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:57,changing_line,hexagram:48,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:57,changing_line,hexagram:18,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:57,changing_line,hexagram:44,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:58,changing_line,hexagram:43,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:58,changing_line,hexagram:17,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:58,changing_line,hexagram:47,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:58,changing_line,hexagram:10,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:58,changing_line,hexagram:54,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:58,changing_line,hexagram:60,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:59,changing_line,hexagram:57,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:59,changing_line,hexagram:20,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:59,changing_line,hexagram:61,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:59,changing_line,hexagram:29,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:59,changing_line,hexagram:04,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:59,changing_line,hexagram:06,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:60,changing_line,hexagram:05,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:60,changing_line,hexagram:03,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:60,changing_line,hexagram:29,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:60,changing_line,hexagram:61,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:60,changing_line,hexagram:19,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:60,changing_line,hexagram:58,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:61,changing_line,hexagram:09,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:61,changing_line,hexagram:42,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:61,changing_line,hexagram:59,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:61,changing_line,hexagram:60,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:61,changing_line,hexagram:41,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:61,changing_line,hexagram:10,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:62,changing_line,hexagram:16,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:62,changing_line,hexagram:32,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:62,changing_line,hexagram:55,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:62,changing_line,hexagram:56,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:62,changing_line,hexagram:31,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:62,changing_line,hexagram:15,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
hexagram:63,changing_line,hexagram:03,yijing,changing_lines.csv,1.00,false,line 1 changes — yielding
hexagram:63,changing_line,hexagram:05,yijing,changing_lines.csv,1.00,false,line 2 changes — firming
hexagram:63,changing_line,hexagram:39,yijing,changing_lines.csv,1.00,false,line 3 changes — yielding
hexagram:63,changing_line,hexagram:37,yijing,changing_lines.csv,1.00,false,line 4 changes — firming
hexagram:63,changing_line,hexagram:36,yijing,changing_lines.csv,1.00,false,line 5 changes — yielding
hexagram:63,changing_line,hexagram:49,yijing,changing_lines.csv,1.00,false,line 6 changes — firming
hexagram:64,changing_line,hexagram:50,yijing,changing_lines.csv,1.00,false,line 1 changes — firming
hexagram:64,changing_line,hexagram:35,yijing,changing_lines.csv,1.00,false,line 2 changes — yielding
hexagram:64,changing_line,hexagram:38,yijing,changing_lines.csv,1.00,false,line 3 changes — firming
hexagram:64,changing_line,hexagram:40,yijing,changing_lines.csv,1.00,false,line 4 changes — yielding
hexagram:64,changing_line,hexagram:06,yijing,changing_lines.csv,1.00,false,line 5 changes — firming
hexagram:64,changing_line,hexagram:04,yijing,changing_lines.csv,1.00,false,line 6 changes — yielding
trigram:qian,trigram_vastu_deity,deity:vayu,yijing_vastu,trigram_vastu_map.csv,0.75,false,trigram_qian corresponds to Vayu in vastu
trigram:kun,trigram_vastu_deity,deity:nirriti,yijing_vastu,trigram_vastu_map.csv,0.75,false,trigram_kun corresponds to Nirriti in vastu
trigram:zhen,trigram_vastu_deity,deity:indra,yijing_vastu,trigram_vastu_map.csv,0.75,false,trigram_zhen corresponds to Indra in vastu
trigram:xun,trigram_vastu_deity,deity:agni,yijing_vastu,trigram_vastu_map.csv,0.75,false,trigram_xun corresponds to Agni in vastu
trigram:kan,trigram_vastu_deity,deity:kubera,yijing_vastu,trigram_vastu_map.csv,0.75,false,trigram_kan corresponds to Kubera in vastu
trigram:li,trigram_vastu_deity,deity:yama,yijing_vastu,trigram_vastu_map.csv,0.75,false,trigram_li corresponds to Yama in vastu
trigram:gen,trigram_vastu_deity,deity:ishana,yijing_vastu,trigram_vastu_map.csv,0.75,false,trigram_gen corresponds to Ishana in vastu
trigram:dui,trigram_vastu_deity,deity:varuna,yijing_vastu,trigram_vastu_map.csv,0.75,false,trigram_dui corresponds to Varuna in vastu
hexagram:02,hexagram_nakshatra_resonance,nakshatra:rohini,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.5,false,shared element earth + dosha-body alignment kapha/belly
hexagram:02,hexagram_nakshatra_resonance,nakshatra:mrigashira,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.65,false,shared element earth + shared guna tamas
hexagram:02,hexagram_nakshatra_resonance,nakshatra:ashlesha,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.55,false,shared guna tamas + dosha-body alignment kapha/belly + rakshasa-tamas alignment
hexagram:02,hexagram_nakshatra_resonance,nakshatra:uttara_phalguni,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.5,false,shared element earth + dosha-body alignment kapha/belly
hexagram:02,hexagram_nakshatra_resonance,nakshatra:uttara_ashadha,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.5,false,shared element earth + dosha-body alignment kapha/belly
hexagram:03,hexagram_nakshatra_resonance,nakshatra:ashwini,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.8,false,shared element fire + shared guna rajas + dosha-body alignment vata/foot
hexagram:03,hexagram_nakshatra_resonance,nakshatra:krittika,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.65,false,shared element fire + shared guna rajas
hexagram:03,hexagram_nakshatra_resonance,nakshatra:ardra,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.6,false,shared element water + dosha-body alignment vata/foot + manushya-rajas alignment
hexagram:03,hexagram_nakshatra_resonance,nakshatra:swati,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.45,false,shared guna rajas + dosha-body alignment vata/foot
hexagram:03,hexagram_nakshatra_resonance,nakshatra:vishakha,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.65,false,shared element fire + shared guna rajas
hexagram:03,hexagram_nakshatra_resonance,nakshatra:purva_ashadha,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.75,false,shared element water + shared guna rajas + manushya-rajas alignment
hexagram:03,hexagram_nakshatra_resonance,nakshatra:dhanishta,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.65,false,shared element fire + shared guna rajas
hexagram:03,hexagram_nakshatra_resonance,nakshatra:purva_bhadrapada,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.45,false,shared element fire + manushya-rajas alignment
hexagram:03,hexagram_nakshatra_resonance,nakshatra:uttara_bhadrapada,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.45,false,shared element water + manushya-rajas alignment
hexagram:04,hexagram_nakshatra_resonance,nakshatra:mrigashira,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.8,false,shared element earth + shared guna tamas + dosha-body alignment vata/ear
hexagram:04,hexagram_nakshatra_resonance,nakshatra:ardra,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.8,false,shared element water + shared guna tamas + dosha-body alignment vata/ear
hexagram:04,hexagram_nakshatra_resonance,nakshatra:ashlesha,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.75,false,shared element water + shared guna tamas + rakshasa-tamas alignment
hexagram:04,hexagram_nakshatra_resonance,nakshatra:mula,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.55,false,shared guna tamas + dosha-body alignment vata/ear + rakshasa-tamas alignment
hexagram:04,hexagram_nakshatra_resonance,nakshatra:shatabhisha,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.55,false,shared guna tamas + dosha-body alignment vata/ear + rakshasa-tamas alignment
hexagram:05,hexagram_nakshatra_resonance,nakshatra:pushya,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.75,false,shared element water + shared guna sattva + deva-sattva alignment
hexagram:05,hexagram_nakshatra_resonance,nakshatra:anuradha,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.75,false,shared element water + shared guna sattva + deva-sattva alignment
hexagram:05,hexagram_nakshatra_resonance,nakshatra:purva_ashadha,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.5,false,shared element water + dosha-body alignment pitta/head
hexagram:05,hexagram_nakshatra_resonance,nakshatra:uttara_bhadrapada,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.65,false,shared element water + shared guna sattva
hexagram:05,hexagram_nakshatra_resonance,nakshatra:revati,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.75,false,shared element water + shared guna sattva + deva-sattva alignment
hexagram:06,hexagram_nakshatra_resonance,nakshatra:ashwini,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.45,false,shared guna rajas + dosha-body alignment vata/ear
hexagram:06,hexagram_nakshatra_resonance,nakshatra:ardra,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.6,false,shared element water + dosha-body alignment vata/ear + manushya-rajas alignment
hexagram:06,hexagram_nakshatra_resonance,nakshatra:swati,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.45,false,shared guna rajas + dosha-body alignment vata/ear
hexagram:06,hexagram_nakshatra_resonance,nakshatra:purva_ashadha,yijing_jyotish,hexagram_nakshatra_resonance.csv,0.75,false,shared element water + shared guna rajas + manushya-rajas alignment
