file,from_id,relation,to_id
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:jyeshtha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:hasta,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:ardra,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:shravana,nakshatra_associated_deity,deity:brahma
relations_resolved_overlays.csv,nakshatra:shatabhisha,nakshatra_associated_deity,deity:brahma
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:brahma
relations_resolved_overlays.csv,nakshatra:pushya,nakshatra_associated_deity,deity:brahma
relations_resolved_overlays.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:brahma
relations_resolved_overlays.csv,nakshatra:magha,nakshatra_associated_deity,deity:brahma
relations_resolved_overlays.csv,nakshatra:hasta,nakshatra_associated_deity,deity:brahma
relations_resolved_overlays.csv,nakshatra:dhanishta,nakshatra_associated_deity,deity:brahma
relations_resolved_overlays.csv,nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:pushya,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:purva_bhadrapada,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:mula,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:magha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:dhanishta,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:bharani,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ashlesha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ardra,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:bharani,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:revati,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:krittika,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:jyeshtha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:hasta,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:purva_phalguni,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:uttara_bhadrapada,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:shravana,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:shatabhisha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:pushya,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:purva_bhadrapada,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:mula,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:jyeshtha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:hasta,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:dhanishta,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ardra,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:bharani,nakshatra_associated_deity,deity:yama
relations_resolved_overlays.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:shiva
relations_resolved_overlays.csv,nakshatra:revati,nakshatra_associated_deity,deity:shiva
relations_ritual_calendar.csv,ritual:fast,ritual_prescribed_on,tithi:ekadashi
relations_ritual_calendar.csv,ritual:fast,ritual_prescribed_on,tithi:dvadashi
relations_ritual_calendar.csv,ritual:fast,ritual_prescribed_on,tithi:trayodashi
relations_ritual_calendar.csv,ritual:fast,ritual_prescribed_on,tithi:ekadashi
relations_ritual_calendar.csv,ritual:fast,ritual_prescribed_on,tithi:dvadashi
relations_ritual_calendar.csv,ritual:fast,ritual_prescribed_on,tithi:trayodashi
relations_ritual_calendar.csv,ritual:fast,ritual_prescribed_on,tithi:navami
relations_ritual_calendar.csv,ritual:fast,ritual_prescribed_on,tithi:ekadashi
relations_ritual_calendar.csv,ritual:fast,ritual_prescribed_on,tithi:dvadashi
relations_ritual_calendar.csv,ritual:fast,ritual_prescribed_on,tithi:trayodashi
sound_relations.csv,raga:yaman,optimal_time,time:evening
sound_relations.csv,raga:bhairava,optimal_time,time:dawn
sound_relations.csv,raga:marwa,optimal_time,time:dusk
sound_relations.csv,vara:ravivara,optimal_nadi,nadi:pingala
sound_relations.csv,vara:somavara,optimal_nadi,nadi:ida
sound_relations.csv,vara:mangalavara,optimal_nadi,nadi:pingala
sound_relations.csv,vara:budhavara,optimal_nadi,nadi:ida
sound_relations.csv,vara:guruvara,optimal_nadi,nadi:ida
sound_relations.csv,vara:shukravara,optimal_nadi,nadi:ida
sound_relations.csv,vara:shanivara,optimal_nadi,nadi:pingala
sound_relations.csv,tithi:1_shukla,optimal_nadi,nadi:ida
sound_relations.csv,tithi:2_shukla,optimal_nadi,nadi:ida
sound_relations.csv,tithi:3_shukla,optimal_nadi,nadi:ida
sound_relations.csv,tithi:4_shukla,optimal_nadi,nadi:pingala
sound_relations.csv,tithi:5_shukla,optimal_nadi,nadi:pingala
sound_relations.csv,tithi:6_shukla,optimal_nadi,nadi:pingala
sound_relations.csv,tithi:7_shukla,optimal_nadi,nadi:ida
sound_relations.csv,tithi:8_shukla,optimal_nadi,nadi:ida
sound_relations.csv,tithi:9_shukla,optimal_nadi,nadi:ida
sound_relations.csv,tithi:10_shukla,optimal_nadi,nadi:pingala
sound_relations.csv,tithi:11_shukla,optimal_nadi,nadi:pingala
sound_relations.csv,tithi:12_shukla,optimal_nadi,nadi:pingala
sound_relations.csv,tithi:13_shukla,optimal_nadi,nadi:ida
sound_relations.csv,tithi:14_shukla,optimal_nadi,nadi:ida
sound_relations.csv,tithi:15_shukla,optimal_nadi,nadi:ida
sound_relations.csv,chandas:ved_gayatri,vastu_element,element:fire
sound_relations.csv,chandas:ved_gayatri,nakshatra_family,nakshatra_family:hasta_family
sound_relations.csv,chandas:ved_gayatri,direction,direction:east
sound_relations.csv,chandas:ved_gayatri,direction,direction:east
sound_relations.csv,chandas:ved_gayatri,vastu_element,element:fire
sound_relations.csv,chandas:ved_gayatri,nakshatra_family,nakshatra_family:hasta_family
sound_relations.csv,chandas:ved_gayatri,direction,direction:east
sound_relations.csv,chandas:ved_tristubh,vastu_element,element:fire
sound_relations.csv,chandas:ved_tristubh,nakshatra_family,nakshatra_family:fire_nakshatras
sound_relations.csv,chandas:ved_tristubh,direction,direction:south
sound_relations.csv,chandas:ved_tristubh,vastu_element,element:fire
sound_relations.csv,chandas:ved_tristubh,nakshatra_family,nakshatra_family:fire_nakshatras
sound_relations.csv,chandas:ved_tristubh,direction,direction:south
sound_relations.csv,chandas:ved_tristubh,direction,direction:south
sound_relations.csv,chandas:ved_tristubh,vastu_element,element:fire
sound_relations.csv,chandas:ved_tristubh,nakshatra_family,nakshatra_family:fire_nakshatras
sound_relations.csv,chandas:ved_tristubh,direction,direction:south
sound_relations.csv,chandas:ved_jagati,vastu_element,element:water
sound_relations.csv,chandas:ved_jagati,nakshatra_family,nakshatra_family:water_nakshatras
sound_relations.csv,chandas:ved_jagati,direction,direction:west
sound_relations.csv,chandas:ved_jagati,vastu_element,element:water
sound_relations.csv,chandas:ved_jagati,nakshatra_family,nakshatra_family:water_nakshatras
sound_relations.csv,chandas:ved_jagati,direction,direction:west
sound_relations.csv,chandas:ved_jagati,direction,direction:west
sound_relations.csv,chandas:ved_jagati,vastu_element,element:water
sound_relations.csv,chandas:ved_jagati,nakshatra_family,nakshatra_family:water_nakshatras
sound_relations.csv,chandas:ved_jagati,direction,direction:west
sound_relations.csv,chandas:ved_anustubh,direction,direction:north
sound_relations.csv,chandas:ved_anustubh,vastu_element,element:earth
sound_relations.csv,chandas:ved_anustubh,nakshatra_family,nakshatra_family:earth_nakshatras
sound_relations.csv,chandas:ved_anustubh,direction,direction:north
sound_relations.csv,chandas:ved_pankti,direction,direction:upper
sound_relations.csv,chandas:ved_pankti,vastu_element,element:ether
sound_relations.csv,chandas:ved_pankti,nakshatra_family,nakshatra_family:center_ether
sound_relations.csv,chandas:ved_pankti,direction,direction:upper
sound_relations.csv,chandas:cls_mandakranta,vastu_element,element:water
sound_relations.csv,chandas:cls_mandakranta,nakshatra_family,nakshatra_family:water_nakshatras
sound_relations.csv,chandas:cls_mandakranta,direction,direction:west
