hexagram_id,nakshatra_id,resonance_score,resonance_reason,shared_element,shared_quality,shared_graha,notes,attestation_status
hexagram_14,nakshatra_purva_bhadrapada,0.5,shared element fire + dosha-body alignment pitta/head,fire,,,great possession resonates with Purva_Bhadrapada,inferred_coherent
hexagram_14,nakshatra_uttara_bhadrapada,0.3,shared guna sattva,,sattva,,great possession resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_14,nakshatra_revati,0.4,shared guna sattva + deva-sattva alignment,,sattva,,great possession resonates with Revati,inferred_coherent
hexagram_15,nakshatra_bharani,0.35,shared element earth,earth,,,modesty resonates with Bharani,inferred_coherent
hexagram_15,nakshatra_rohini,0.5,shared element earth + dosha-body alignment kapha/hand,earth,,,modesty resonates with Rohini,inferred_coherent
hexagram_15,nakshatra_mrigashira,0.45,shared element earth + deva-sattva alignment,earth,,,modesty resonates with Mrigashira,inferred_coherent
hexagram_15,nakshatra_punarvasu,0.4,shared guna sattva + deva-sattva alignment,,sattva,,modesty resonates with Punarvasu,inferred_coherent
hexagram_15,nakshatra_pushya,0.55,shared guna sattva + dosha-body alignment kapha/hand + deva-sattva alignment,,sattva,,modesty resonates with Pushya,inferred_coherent
hexagram_15,nakshatra_purva_phalguni,0.35,shared element earth,earth,,,modesty resonates with Purva_Phalguni,inferred_coherent
hexagram_15,nakshatra_uttara_phalguni,0.8,shared element earth + shared guna sattva + dosha-body alignment kapha/hand,earth,sattva,,modesty resonates with Uttara_Phalguni,inferred_coherent
hexagram_15,nakshatra_hasta,0.4,shared guna sattva + deva-sattva alignment,,sattva,,modesty resonates with Hasta,inferred_coherent
hexagram_15,nakshatra_anuradha,0.55,shared guna sattva + dosha-body alignment kapha/hand + deva-sattva alignment,,sattva,,modesty resonates with Anuradha,inferred_coherent
hexagram_15,nakshatra_uttara_ashadha,0.8,shared element earth + shared guna sattva + dosha-body alignment kapha/hand,earth,sattva,,modesty resonates with Uttara_Ashadha,inferred_coherent
hexagram_15,nakshatra_shravana,0.4,shared guna sattva + deva-sattva alignment,,sattva,,modesty resonates with Shravana,inferred_coherent
hexagram_15,nakshatra_uttara_bhadrapada,0.45,shared guna sattva + dosha-body alignment kapha/hand,,sattva,,modesty resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_15,nakshatra_revati,0.55,shared guna sattva + dosha-body alignment kapha/hand + deva-sattva alignment,,sattva,,modesty resonates with Revati,inferred_coherent
hexagram_16,nakshatra_ashwini,0.65,shared element fire + shared guna rajas,fire,rajas,,enthusiasm resonates with Ashwini,inferred_coherent
hexagram_16,nakshatra_bharani,0.75,shared element earth + shared guna rajas + manushya-rajas alignment,earth,rajas,,enthusiasm resonates with Bharani,inferred_coherent
hexagram_16,nakshatra_krittika,0.65,shared element fire + shared guna rajas,fire,rajas,,enthusiasm resonates with Krittika,inferred_coherent
hexagram_16,nakshatra_rohini,0.9,shared element earth + shared guna rajas + dosha-body alignment kapha/belly + manushya-rajas alignment,earth,rajas,,enthusiasm resonates with Rohini,inferred_coherent
hexagram_16,nakshatra_mrigashira,0.35,shared element earth,earth,,,enthusiasm resonates with Mrigashira,inferred_coherent
hexagram_16,nakshatra_magha,0.35,shared element fire,fire,,,enthusiasm resonates with Magha,inferred_coherent
hexagram_16,nakshatra_purva_phalguni,0.75,shared element earth + shared guna rajas + manushya-rajas alignment,earth,rajas,,enthusiasm resonates with Purva_Phalguni,inferred_coherent
hexagram_16,nakshatra_uttara_phalguni,0.6,shared element earth + dosha-body alignment kapha/belly + manushya-rajas alignment,earth,,,enthusiasm resonates with Uttara_Phalguni,inferred_coherent
hexagram_16,nakshatra_chitra,0.35,shared element fire,fire,,,enthusiasm resonates with Chitra,inferred_coherent
hexagram_16,nakshatra_swati,0.3,shared guna rajas,,rajas,,enthusiasm resonates with Swati,inferred_coherent
hexagram_16,nakshatra_vishakha,0.65,shared element fire + shared guna rajas,fire,rajas,,enthusiasm resonates with Vishakha,inferred_coherent
hexagram_16,nakshatra_purva_ashadha,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,enthusiasm resonates with Purva_Ashadha,inferred_coherent
hexagram_16,nakshatra_uttara_ashadha,0.6,shared element earth + dosha-body alignment kapha/belly + manushya-rajas alignment,earth,,,enthusiasm resonates with Uttara_Ashadha,inferred_coherent
hexagram_16,nakshatra_dhanishta,0.65,shared element fire + shared guna rajas,fire,rajas,,enthusiasm resonates with Dhanishta,inferred_coherent
hexagram_16,nakshatra_purva_bhadrapada,0.45,shared element fire + manushya-rajas alignment,fire,,,enthusiasm resonates with Purva_Bhadrapada,inferred_coherent
hexagram_17,nakshatra_ashwini,0.8,shared element fire + shared guna rajas + dosha-body alignment vata/foot,fire,rajas,,following resonates with Ashwini,inferred_coherent
hexagram_17,nakshatra_bharani,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,following resonates with Bharani,inferred_coherent
hexagram_17,nakshatra_krittika,0.65,shared element fire + shared guna rajas,fire,rajas,,following resonates with Krittika,inferred_coherent
hexagram_17,nakshatra_rohini,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,following resonates with Rohini,inferred_coherent
hexagram_17,nakshatra_ardra,0.6,shared element water + dosha-body alignment vata/foot + manushya-rajas alignment,water,,,following resonates with Ardra,inferred_coherent
hexagram_17,nakshatra_pushya,0.35,shared element water,water,,,following resonates with Pushya,inferred_coherent
hexagram_17,nakshatra_ashlesha,0.35,shared element water,water,,,following resonates with Ashlesha,inferred_coherent
hexagram_17,nakshatra_magha,0.35,shared element fire,fire,,,following resonates with Magha,inferred_coherent
hexagram_17,nakshatra_purva_phalguni,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,following resonates with Purva_Phalguni,inferred_coherent
hexagram_17,nakshatra_chitra,0.35,shared element fire,fire,,,following resonates with Chitra,inferred_coherent
hexagram_17,nakshatra_swati,0.45,shared guna rajas + dosha-body alignment vata/foot,,rajas,,following resonates with Swati,inferred_coherent
hexagram_17,nakshatra_vishakha,0.65,shared element fire + shared guna rajas,fire,rajas,,following resonates with Vishakha,inferred_coherent
hexagram_17,nakshatra_anuradha,0.35,shared element water,water,,,following resonates with Anuradha,inferred_coherent
hexagram_17,nakshatra_purva_ashadha,0.75,shared element water + shared guna rajas + manushya-rajas alignment,water,rajas,,following resonates with Purva_Ashadha,inferred_coherent
hexagram_17,nakshatra_dhanishta,0.65,shared element fire + shared guna rajas,fire,rajas,,following resonates with Dhanishta,inferred_coherent
hexagram_17,nakshatra_purva_bhadrapada,0.45,shared element fire + manushya-rajas alignment,fire,,,following resonates with Purva_Bhadrapada,inferred_coherent
hexagram_17,nakshatra_uttara_bhadrapada,0.45,shared element water + manushya-rajas alignment,water,,,following resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_17,nakshatra_revati,0.35,shared element water,water,,,following resonates with Revati,inferred_coherent
hexagram_18,nakshatra_ashwini,0.45,shared guna rajas + dosha-body alignment vata/thigh,,rajas,,work on the decayed resonates with Ashwini,inferred_coherent
hexagram_18,nakshatra_bharani,0.75,shared element earth + shared guna rajas + manushya-rajas alignment,earth,rajas,,work on the decayed resonates with Bharani,inferred_coherent
hexagram_18,nakshatra_krittika,0.3,shared guna rajas,,rajas,,work on the decayed resonates with Krittika,inferred_coherent
hexagram_18,nakshatra_rohini,0.75,shared element earth + shared guna rajas + manushya-rajas alignment,earth,rajas,,work on the decayed resonates with Rohini,inferred_coherent
hexagram_18,nakshatra_mrigashira,0.5,shared element earth + dosha-body alignment vata/thigh,earth,,,work on the decayed resonates with Mrigashira,inferred_coherent
hexagram_18,nakshatra_punarvasu,0.5,shared element air + dosha-body alignment vata/thigh,air,,,work on the decayed resonates with Punarvasu,inferred_coherent
hexagram_18,nakshatra_purva_phalguni,0.75,shared element earth + shared guna rajas + manushya-rajas alignment,earth,rajas,,work on the decayed resonates with Purva_Phalguni,inferred_coherent
hexagram_18,nakshatra_uttara_phalguni,0.45,shared element earth + manushya-rajas alignment,earth,,,work on the decayed resonates with Uttara_Phalguni,inferred_coherent
hexagram_18,nakshatra_hasta,0.5,shared element air + dosha-body alignment vata/thigh,air,,,work on the decayed resonates with Hasta,inferred_coherent
hexagram_18,nakshatra_swati,0.8,shared element air + shared guna rajas + dosha-body alignment vata/thigh,air,rajas,,work on the decayed resonates with Swati,inferred_coherent
hexagram_18,nakshatra_vishakha,0.3,shared guna rajas,,rajas,,work on the decayed resonates with Vishakha,inferred_coherent
hexagram_18,nakshatra_jyeshtha,0.35,shared element air,air,,,work on the decayed resonates with Jyeshtha,inferred_coherent
hexagram_18,nakshatra_mula,0.5,shared element air + dosha-body alignment vata/thigh,air,,,work on the decayed resonates with Mula,inferred_coherent
hexagram_18,nakshatra_purva_ashadha,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,work on the decayed resonates with Purva_Ashadha,inferred_coherent
hexagram_18,nakshatra_uttara_ashadha,0.45,shared element earth + manushya-rajas alignment,earth,,,work on the decayed resonates with Uttara_Ashadha,inferred_coherent
hexagram_18,nakshatra_shravana,0.5,shared element air + dosha-body alignment vata/thigh,air,,,work on the decayed resonates with Shravana,inferred_coherent
hexagram_18,nakshatra_dhanishta,0.3,shared guna rajas,,rajas,,work on the decayed resonates with Dhanishta,inferred_coherent
hexagram_18,nakshatra_shatabhisha,0.5,shared element air + dosha-body alignment vata/thigh,air,,,work on the decayed resonates with Shatabhisha,inferred_coherent
hexagram_19,nakshatra_bharani,0.35,shared element earth,earth,,,approach resonates with Bharani,inferred_coherent
hexagram_19,nakshatra_rohini,0.5,shared element earth + dosha-body alignment kapha/mouth,earth,,,approach resonates with Rohini,inferred_coherent
hexagram_19,nakshatra_mrigashira,0.45,shared element earth + deva-sattva alignment,earth,,,approach resonates with Mrigashira,inferred_coherent
hexagram_19,nakshatra_ardra,0.35,shared element water,water,,,approach resonates with Ardra,inferred_coherent
hexagram_19,nakshatra_punarvasu,0.4,shared guna sattva + deva-sattva alignment,,sattva,,approach resonates with Punarvasu,inferred_coherent
hexagram_19,nakshatra_pushya,0.9,shared element water + shared guna sattva + dosha-body alignment kapha/mouth + deva-sattva alignment,water,sattva,,approach resonates with Pushya,inferred_coherent
hexagram_19,nakshatra_ashlesha,0.5,shared element water + dosha-body alignment kapha/mouth,water,,,approach resonates with Ashlesha,inferred_coherent
hexagram_19,nakshatra_purva_phalguni,0.35,shared element earth,earth,,,approach resonates with Purva_Phalguni,inferred_coherent
hexagram_19,nakshatra_uttara_phalguni,0.8,shared element earth + shared guna sattva + dosha-body alignment kapha/mouth,earth,sattva,,approach resonates with Uttara_Phalguni,inferred_coherent
hexagram_19,nakshatra_hasta,0.4,shared guna sattva + deva-sattva alignment,,sattva,,approach resonates with Hasta,inferred_coherent
hexagram_19,nakshatra_anuradha,0.9,shared element water + shared guna sattva + dosha-body alignment kapha/mouth + deva-sattva alignment,water,sattva,,approach resonates with Anuradha,inferred_coherent
hexagram_19,nakshatra_purva_ashadha,0.35,shared element water,water,,,approach resonates with Purva_Ashadha,inferred_coherent
hexagram_19,nakshatra_uttara_ashadha,0.8,shared element earth + shared guna sattva + dosha-body alignment kapha/mouth,earth,sattva,,approach resonates with Uttara_Ashadha,inferred_coherent
hexagram_19,nakshatra_shravana,0.4,shared guna sattva + deva-sattva alignment,,sattva,,approach resonates with Shravana,inferred_coherent
hexagram_19,nakshatra_uttara_bhadrapada,0.8,shared element water + shared guna sattva + dosha-body alignment kapha/mouth,water,sattva,,approach resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_19,nakshatra_revati,0.9,shared element water + shared guna sattva + dosha-body alignment kapha/mouth + deva-sattva alignment,water,sattva,,approach resonates with Revati,inferred_coherent
hexagram_20,nakshatra_bharani,0.35,shared element earth,earth,,,contemplation resonates with Bharani,inferred_coherent
hexagram_20,nakshatra_rohini,0.5,shared element earth + dosha-body alignment kapha/belly,earth,,,contemplation resonates with Rohini,inferred_coherent
hexagram_20,nakshatra_mrigashira,0.45,shared element earth + deva-sattva alignment,earth,,,contemplation resonates with Mrigashira,inferred_coherent
hexagram_20,nakshatra_punarvasu,0.75,shared element air + shared guna sattva + deva-sattva alignment,air,sattva,,contemplation resonates with Punarvasu,inferred_coherent
hexagram_20,nakshatra_pushya,0.55,shared guna sattva + dosha-body alignment kapha/belly + deva-sattva alignment,,sattva,,contemplation resonates with Pushya,inferred_coherent
hexagram_20,nakshatra_purva_phalguni,0.35,shared element earth,earth,,,contemplation resonates with Purva_Phalguni,inferred_coherent
hexagram_20,nakshatra_uttara_phalguni,0.8,shared element earth + shared guna sattva + dosha-body alignment kapha/belly,earth,sattva,,contemplation resonates with Uttara_Phalguni,inferred_coherent
hexagram_20,nakshatra_hasta,0.75,shared element air + shared guna sattva + deva-sattva alignment,air,sattva,,contemplation resonates with Hasta,inferred_coherent
hexagram_20,nakshatra_swati,0.45,shared element air + deva-sattva alignment,air,,,contemplation resonates with Swati,inferred_coherent
hexagram_20,nakshatra_anuradha,0.55,shared guna sattva + dosha-body alignment kapha/belly + deva-sattva alignment,,sattva,,contemplation resonates with Anuradha,inferred_coherent
hexagram_20,nakshatra_jyeshtha,0.35,shared element air,air,,,contemplation resonates with Jyeshtha,inferred_coherent
hexagram_20,nakshatra_mula,0.35,shared element air,air,,,contemplation resonates with Mula,inferred_coherent
hexagram_20,nakshatra_uttara_ashadha,0.8,shared element earth + shared guna sattva + dosha-body alignment kapha/belly,earth,sattva,,contemplation resonates with Uttara_Ashadha,inferred_coherent
hexagram_20,nakshatra_shravana,0.75,shared element air + shared guna sattva + deva-sattva alignment,air,sattva,,contemplation resonates with Shravana,inferred_coherent
hexagram_20,nakshatra_shatabhisha,0.35,shared element air,air,,,contemplation resonates with Shatabhisha,inferred_coherent
hexagram_20,nakshatra_uttara_bhadrapada,0.45,shared guna sattva + dosha-body alignment kapha/belly,,sattva,,contemplation resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_20,nakshatra_revati,0.55,shared guna sattva + dosha-body alignment kapha/belly + deva-sattva alignment,,sattva,,contemplation resonates with Revati,inferred_coherent
hexagram_21,nakshatra_ashwini,0.8,shared element fire + shared guna rajas + dosha-body alignment vata/foot,fire,rajas,,biting through resonates with Ashwini,inferred_coherent
hexagram_21,nakshatra_bharani,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,biting through resonates with Bharani,inferred_coherent
hexagram_21,nakshatra_krittika,0.65,shared element fire + shared guna rajas,fire,rajas,,biting through resonates with Krittika,inferred_coherent
hexagram_21,nakshatra_rohini,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,biting through resonates with Rohini,inferred_coherent
hexagram_21,nakshatra_magha,0.35,shared element fire,fire,,,biting through resonates with Magha,inferred_coherent
hexagram_21,nakshatra_purva_phalguni,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,biting through resonates with Purva_Phalguni,inferred_coherent
hexagram_21,nakshatra_chitra,0.35,shared element fire,fire,,,biting through resonates with Chitra,inferred_coherent
hexagram_21,nakshatra_swati,0.45,shared guna rajas + dosha-body alignment vata/foot,,rajas,,biting through resonates with Swati,inferred_coherent
hexagram_21,nakshatra_vishakha,0.65,shared element fire + shared guna rajas,fire,rajas,,biting through resonates with Vishakha,inferred_coherent
hexagram_21,nakshatra_purva_ashadha,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,biting through resonates with Purva_Ashadha,inferred_coherent
hexagram_21,nakshatra_dhanishta,0.65,shared element fire + shared guna rajas,fire,rajas,,biting through resonates with Dhanishta,inferred_coherent
hexagram_21,nakshatra_purva_bhadrapada,0.45,shared element fire + manushya-rajas alignment,fire,,,biting through resonates with Purva_Bhadrapada,inferred_coherent
hexagram_22,nakshatra_ashwini,0.45,shared element fire + deva-sattva alignment,fire,,,grace resonates with Ashwini,inferred_coherent
hexagram_22,nakshatra_bharani,0.5,shared element earth + dosha-body alignment pitta/eye,earth,,,grace resonates with Bharani,inferred_coherent
hexagram_22,nakshatra_krittika,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,grace resonates with Krittika,inferred_coherent
hexagram_22,nakshatra_rohini,0.35,shared element earth,earth,,,grace resonates with Rohini,inferred_coherent
hexagram_22,nakshatra_mrigashira,0.45,shared element earth + deva-sattva alignment,earth,,,grace resonates with Mrigashira,inferred_coherent
hexagram_22,nakshatra_punarvasu,0.4,shared guna sattva + deva-sattva alignment,,sattva,,grace resonates with Punarvasu,inferred_coherent
hexagram_22,nakshatra_pushya,0.4,shared guna sattva + deva-sattva alignment,,sattva,,grace resonates with Pushya,inferred_coherent
hexagram_22,nakshatra_magha,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,grace resonates with Magha,inferred_coherent
hexagram_22,nakshatra_purva_phalguni,0.5,shared element earth + dosha-body alignment pitta/eye,earth,,,grace resonates with Purva_Phalguni,inferred_coherent
hexagram_22,nakshatra_uttara_phalguni,0.65,shared element earth + shared guna sattva,earth,sattva,,grace resonates with Uttara_Phalguni,inferred_coherent
hexagram_22,nakshatra_hasta,0.4,shared guna sattva + deva-sattva alignment,,sattva,,grace resonates with Hasta,inferred_coherent
hexagram_22,nakshatra_chitra,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,grace resonates with Chitra,inferred_coherent
hexagram_22,nakshatra_vishakha,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,grace resonates with Vishakha,inferred_coherent
hexagram_22,nakshatra_anuradha,0.4,shared guna sattva + deva-sattva alignment,,sattva,,grace resonates with Anuradha,inferred_coherent
hexagram_22,nakshatra_uttara_ashadha,0.65,shared element earth + shared guna sattva,earth,sattva,,grace resonates with Uttara_Ashadha,inferred_coherent
hexagram_22,nakshatra_shravana,0.4,shared guna sattva + deva-sattva alignment,,sattva,,grace resonates with Shravana,inferred_coherent
hexagram_22,nakshatra_dhanishta,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,grace resonates with Dhanishta,inferred_coherent
hexagram_22,nakshatra_purva_bhadrapada,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,grace resonates with Purva_Bhadrapada,inferred_coherent
hexagram_22,nakshatra_uttara_bhadrapada,0.3,shared guna sattva,,sattva,,grace resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_22,nakshatra_revati,0.4,shared guna sattva + deva-sattva alignment,,sattva,,grace resonates with Revati,inferred_coherent
hexagram_23,nakshatra_bharani,0.35,shared element earth,earth,,,splitting apart resonates with Bharani,inferred_coherent
hexagram_23,nakshatra_rohini,0.5,shared element earth + dosha-body alignment kapha/belly,earth,,,splitting apart resonates with Rohini,inferred_coherent
hexagram_23,nakshatra_mrigashira,0.65,shared element earth + shared guna tamas,earth,tamas,,splitting apart resonates with Mrigashira,inferred_coherent
hexagram_23,nakshatra_ardra,0.3,shared guna tamas,,tamas,,splitting apart resonates with Ardra,inferred_coherent
hexagram_23,nakshatra_ashlesha,0.55,shared guna tamas + dosha-body alignment kapha/belly + rakshasa-tamas alignment,,tamas,,splitting apart resonates with Ashlesha,inferred_coherent
hexagram_23,nakshatra_magha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,splitting apart resonates with Magha,inferred_coherent
hexagram_23,nakshatra_purva_phalguni,0.35,shared element earth,earth,,,splitting apart resonates with Purva_Phalguni,inferred_coherent
hexagram_23,nakshatra_uttara_phalguni,0.5,shared element earth + dosha-body alignment kapha/belly,earth,,,splitting apart resonates with Uttara_Phalguni,inferred_coherent
hexagram_23,nakshatra_chitra,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,splitting apart resonates with Chitra,inferred_coherent
hexagram_23,nakshatra_jyeshtha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,splitting apart resonates with Jyeshtha,inferred_coherent
hexagram_23,nakshatra_mula,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,splitting apart resonates with Mula,inferred_coherent
hexagram_23,nakshatra_uttara_ashadha,0.5,shared element earth + dosha-body alignment kapha/belly,earth,,,splitting apart resonates with Uttara_Ashadha,inferred_coherent
hexagram_23,nakshatra_shatabhisha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,splitting apart resonates with Shatabhisha,inferred_coherent
hexagram_23,nakshatra_purva_bhadrapada,0.3,shared guna tamas,,tamas,,splitting apart resonates with Purva_Bhadrapada,inferred_coherent
hexagram_24,nakshatra_ashwini,0.6,shared element fire + dosha-body alignment vata/foot + deva-sattva alignment,fire,,,return resonates with Ashwini,inferred_coherent
hexagram_24,nakshatra_bharani,0.35,shared element earth,earth,,,return resonates with Bharani,inferred_coherent
hexagram_24,nakshatra_krittika,0.35,shared element fire,fire,,,return resonates with Krittika,inferred_coherent
hexagram_24,nakshatra_rohini,0.35,shared element earth,earth,,,return resonates with Rohini,inferred_coherent
hexagram_24,nakshatra_mrigashira,0.6,shared element earth + dosha-body alignment vata/foot + deva-sattva alignment,earth,,,return resonates with Mrigashira,inferred_coherent
hexagram_24,nakshatra_punarvasu,0.55,shared guna sattva + dosha-body alignment vata/foot + deva-sattva alignment,,sattva,,return resonates with Punarvasu,inferred_coherent
hexagram_24,nakshatra_pushya,0.4,shared guna sattva + deva-sattva alignment,,sattva,,return resonates with Pushya,inferred_coherent
hexagram_24,nakshatra_magha,0.35,shared element fire,fire,,,return resonates with Magha,inferred_coherent
hexagram_24,nakshatra_purva_phalguni,0.35,shared element earth,earth,,,return resonates with Purva_Phalguni,inferred_coherent
hexagram_24,nakshatra_uttara_phalguni,0.65,shared element earth + shared guna sattva,earth,sattva,,return resonates with Uttara_Phalguni,inferred_coherent
hexagram_24,nakshatra_hasta,0.55,shared guna sattva + dosha-body alignment vata/foot + deva-sattva alignment,,sattva,,return resonates with Hasta,inferred_coherent
hexagram_24,nakshatra_chitra,0.35,shared element fire,fire,,,return resonates with Chitra,inferred_coherent
hexagram_24,nakshatra_vishakha,0.35,shared element fire,fire,,,return resonates with Vishakha,inferred_coherent
hexagram_24,nakshatra_anuradha,0.4,shared guna sattva + deva-sattva alignment,,sattva,,return resonates with Anuradha,inferred_coherent
hexagram_24,nakshatra_uttara_ashadha,0.65,shared element earth + shared guna sattva,earth,sattva,,return resonates with Uttara_Ashadha,inferred_coherent
hexagram_24,nakshatra_shravana,0.55,shared guna sattva + dosha-body alignment vata/foot + deva-sattva alignment,,sattva,,return resonates with Shravana,inferred_coherent
hexagram_24,nakshatra_dhanishta,0.35,shared element fire,fire,,,return resonates with Dhanishta,inferred_coherent
hexagram_24,nakshatra_purva_bhadrapada,0.35,shared element fire,fire,,,return resonates with Purva_Bhadrapada,inferred_coherent
hexagram_24,nakshatra_uttara_bhadrapada,0.3,shared guna sattva,,sattva,,return resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_24,nakshatra_revati,0.4,shared guna sattva + deva-sattva alignment,,sattva,,return resonates with Revati,inferred_coherent
hexagram_25,nakshatra_ashwini,0.6,shared element fire + dosha-body alignment vata/foot + deva-sattva alignment,fire,,,innocence resonates with Ashwini,inferred_coherent
hexagram_25,nakshatra_krittika,0.35,shared element fire,fire,,,innocence resonates with Krittika,inferred_coherent
hexagram_25,nakshatra_punarvasu,0.55,shared guna sattva + dosha-body alignment vata/foot + deva-sattva alignment,,sattva,,innocence resonates with Punarvasu,inferred_coherent
hexagram_25,nakshatra_pushya,0.4,shared guna sattva + deva-sattva alignment,,sattva,,innocence resonates with Pushya,inferred_coherent
hexagram_25,nakshatra_magha,0.35,shared element fire,fire,,,innocence resonates with Magha,inferred_coherent
hexagram_25,nakshatra_uttara_phalguni,0.3,shared guna sattva,,sattva,,innocence resonates with Uttara_Phalguni,inferred_coherent
hexagram_25,nakshatra_hasta,0.55,shared guna sattva + dosha-body alignment vata/foot + deva-sattva alignment,,sattva,,innocence resonates with Hasta,inferred_coherent
hexagram_25,nakshatra_chitra,0.35,shared element fire,fire,,,innocence resonates with Chitra,inferred_coherent
hexagram_25,nakshatra_vishakha,0.35,shared element fire,fire,,,innocence resonates with Vishakha,inferred_coherent
hexagram_25,nakshatra_anuradha,0.4,shared guna sattva + deva-sattva alignment,,sattva,,innocence resonates with Anuradha,inferred_coherent
hexagram_25,nakshatra_uttara_ashadha,0.3,shared guna sattva,,sattva,,innocence resonates with Uttara_Ashadha,inferred_coherent
hexagram_25,nakshatra_shravana,0.55,shared guna sattva + dosha-body alignment vata/foot + deva-sattva alignment,,sattva,,innocence resonates with Shravana,inferred_coherent
hexagram_25,nakshatra_dhanishta,0.35,shared element fire,fire,,,innocence resonates with Dhanishta,inferred_coherent
hexagram_25,nakshatra_purva_bhadrapada,0.35,shared element fire,fire,,,innocence resonates with Purva_Bhadrapada,inferred_coherent
hexagram_25,nakshatra_uttara_bhadrapada,0.3,shared guna sattva,,sattva,,innocence resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_25,nakshatra_revati,0.4,shared guna sattva + deva-sattva alignment,,sattva,,innocence resonates with Revati,inferred_coherent
hexagram_26,nakshatra_bharani,0.5,shared element earth + dosha-body alignment pitta/head,earth,,,taming power of the great resonates with Bharani,inferred_coherent
hexagram_26,nakshatra_rohini,0.35,shared element earth,earth,,,taming power of the great resonates with Rohini,inferred_coherent
hexagram_26,nakshatra_mrigashira,0.45,shared element earth + deva-sattva alignment,earth,,,taming power of the great resonates with Mrigashira,inferred_coherent
hexagram_26,nakshatra_punarvasu,0.4,shared guna sattva + deva-sattva alignment,,sattva,,taming power of the great resonates with Punarvasu,inferred_coherent
hexagram_26,nakshatra_pushya,0.4,shared guna sattva + deva-sattva alignment,,sattva,,taming power of the great resonates with Pushya,inferred_coherent
hexagram_26,nakshatra_purva_phalguni,0.5,shared element earth + dosha-body alignment pitta/head,earth,,,taming power of the great resonates with Purva_Phalguni,inferred_coherent
hexagram_26,nakshatra_uttara_phalguni,0.65,shared element earth + shared guna sattva,earth,sattva,,taming power of the great resonates with Uttara_Phalguni,inferred_coherent
hexagram_26,nakshatra_hasta,0.4,shared guna sattva + deva-sattva alignment,,sattva,,taming power of the great resonates with Hasta,inferred_coherent
hexagram_26,nakshatra_anuradha,0.4,shared guna sattva + deva-sattva alignment,,sattva,,taming power of the great resonates with Anuradha,inferred_coherent
hexagram_26,nakshatra_uttara_ashadha,0.65,shared element earth + shared guna sattva,earth,sattva,,taming power of the great resonates with Uttara_Ashadha,inferred_coherent
hexagram_26,nakshatra_shravana,0.4,shared guna sattva + deva-sattva alignment,,sattva,,taming power of the great resonates with Shravana,inferred_coherent
hexagram_26,nakshatra_uttara_bhadrapada,0.3,shared guna sattva,,sattva,,taming power of the great resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_26,nakshatra_revati,0.4,shared guna sattva + deva-sattva alignment,,sattva,,taming power of the great resonates with Revati,inferred_coherent
hexagram_27,nakshatra_ashwini,0.6,shared element fire + dosha-body alignment vata/foot + deva-sattva alignment,fire,,,nourishment resonates with Ashwini,inferred_coherent
hexagram_27,nakshatra_bharani,0.35,shared element earth,earth,,,nourishment resonates with Bharani,inferred_coherent
hexagram_27,nakshatra_krittika,0.35,shared element fire,fire,,,nourishment resonates with Krittika,inferred_coherent
hexagram_27,nakshatra_rohini,0.35,shared element earth,earth,,,nourishment resonates with Rohini,inferred_coherent
hexagram_27,nakshatra_mrigashira,0.6,shared element earth + dosha-body alignment vata/foot + deva-sattva alignment,earth,,,nourishment resonates with Mrigashira,inferred_coherent
hexagram_27,nakshatra_punarvasu,0.55,shared guna sattva + dosha-body alignment vata/foot + deva-sattva alignment,,sattva,,nourishment resonates with Punarvasu,inferred_coherent
hexagram_27,nakshatra_pushya,0.4,shared guna sattva + deva-sattva alignment,,sattva,,nourishment resonates with Pushya,inferred_coherent
hexagram_27,nakshatra_magha,0.35,shared element fire,fire,,,nourishment resonates with Magha,inferred_coherent
hexagram_27,nakshatra_purva_phalguni,0.35,shared element earth,earth,,,nourishment resonates with Purva_Phalguni,inferred_coherent
